ItemNo	Clause	Distractor	Grammaticality	Condition	Question	Answer	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	sentence	model	surp	modelname	exp
6	appos	singular	gram	e.appos.singular.gram	Was it the firefighter who was mentioned in the newspaper?	no	The_policeman,	who	patrolled	through	the_neighborhood,	evidently	was	mentioned	in	the	newspaper.			The policeman, who patrolled through the neighborhood, evidently was	Llama-2-7B-Chat	3.607717752456665	meta-llama/Llama-2-7b-chat-hf	exp1
6	appos	plural	ungram	e.appos.plural.ungram	Was it the firefighter who was mentioned in the newspaper?	no	The_policeman,	who	patrolled	through	the_neighborhoods,	evidently	were	mentioned	in	the	newspaper.			The policeman, who patrolled through the neighborhoods, evidently were	Llama-2-7B-Chat	11.827522277832031	meta-llama/Llama-2-7b-chat-hf	exp1
6	appos	singular	ungram	e.appos.singular.ungram	Was it the firefighter who was mentioned in the newspaper?	no	The_policeman,	who	patrolled	through	the_neighborhood,	evidently	were	mentioned	in	the	newspaper.			The policeman, who patrolled through the neighborhood, evidently were	Llama-2-7B-Chat	12.979598999023438	meta-llama/Llama-2-7b-chat-hf	exp1
6	restr	plural	gram	e.restr.plural.gram	Was it the firefighter who was mentioned in the newspaper?	no	The_policeman	who	patrolled	through	the_neighborhoods	evidently	was	mentioned	in	the	newspaper.			The policeman who patrolled through the neighborhoods evidently was	Llama-2-7B-Chat	4.065277576446533	meta-llama/Llama-2-7b-chat-hf	exp1
6	restr	singular	gram	e.restr.singular.gram	Was it the firefighter who was mentioned in the newspaper?	no	The_policeman	who	patrolled	through	the_neighborhood	evidently	was	mentioned	in	the	newspaper.			The policeman who patrolled through the neighborhood evidently was	Llama-2-7B-Chat	3.691307306289673	meta-llama/Llama-2-7b-chat-hf	exp1
6	restr	plural	ungram	e.restr.plural.ungram	Was it the firefighter who was mentioned in the newspaper?	no	The_policeman	who	patrolled	through	the_neighborhoods	evidently	were	mentioned	in	the	newspaper.			The policeman who patrolled through the neighborhoods evidently were	Llama-2-7B-Chat	10.602489471435549	meta-llama/Llama-2-7b-chat-hf	exp1
6	restr	singular	ungram	e.restr.singular.ungram	Was it the firefighter who was mentioned in the newspaper?	no	The_policeman	who	patrolled	through	the_neighborhood	evidently	were	mentioned	in	the	newspaper.			The policeman who patrolled through the neighborhood evidently were	Llama-2-7B-Chat	12.39256191253662	meta-llama/Llama-2-7b-chat-hf	exp1
7	appos	plural	gram	e.appos.plural.gram	Was the goat seen on the side of the road?	yes	The_goat,	which	ate	from	the_cans,	evidently	was	seen	on	the	side	of	the_road.	The goat, which ate from the cans, evidently was	Llama-2-7B-Chat	3.959983110427856	meta-llama/Llama-2-7b-chat-hf	exp1
7	appos	singular	gram	e.appos.singular.gram	Was the goat seen on the side of the road?	yes	The_goat,	which	ate	from	the_can,	evidently	was	seen	on	the	side	of	the_road.	The goat, which ate from the can, evidently was	Llama-2-7B-Chat	4.148990631103516	meta-llama/Llama-2-7b-chat-hf	exp1
7	appos	plural	ungram	e.appos.plural.ungram	Was the goat seen on the side of the road?	yes	The_goat,	which	ate	from	the_cans,	evidently	were	seen	on	the	side	of	the_road.	The goat, which ate from the cans, evidently were	Llama-2-7B-Chat	13.27550983428955	meta-llama/Llama-2-7b-chat-hf	exp1
7	appos	singular	ungram	e.appos.singular.ungram	Was the goat seen on the side of the road?	yes	The_goat,	which	ate	from	the_can,	evidently	were	seen	on	the	side	of	the_road.	The goat, which ate from the can, evidently were	Llama-2-7B-Chat	14.21404266357422	meta-llama/Llama-2-7b-chat-hf	exp1
7	restr	plural	gram	e.restr.plural.gram	Was the goat seen on the side of the road?	yes	The_goat	which	ate	from	the_cans	evidently	was	seen	on	the	side	of	the_road.	The goat which ate from the cans evidently was	Llama-2-7B-Chat	4.132529258728027	meta-llama/Llama-2-7b-chat-hf	exp1
7	restr	singular	gram	e.restr.singular.gram	Was the goat seen on the side of the road?	yes	The_goat	which	ate	from	the_can	evidently	was	seen	on	the	side	of	the_road.	The goat which ate from the can evidently was	Llama-2-7B-Chat	3.708350419998169	meta-llama/Llama-2-7b-chat-hf	exp1
7	restr	plural	ungram	e.restr.plural.ungram	Was the goat seen on the side of the road?	yes	The_goat	which	ate	from	the_cans	evidently	were	seen	on	the	side	of	the_road.	The goat which ate from the cans evidently were	Llama-2-7B-Chat	10.990965843200684	meta-llama/Llama-2-7b-chat-hf	exp1
7	restr	singular	ungram	e.restr.singular.ungram	Was the goat seen on the side of the road?	yes	The_goat	which	ate	from	the_can	evidently	were	seen	on	the	side	of	the_road.	The goat which ate from the can evidently were	Llama-2-7B-Chat	10.854199409484863	meta-llama/Llama-2-7b-chat-hf	exp1
8	appos	plural	gram	e.appos.plural.gram	Was the scientist unafraid of the consequences?	no	The_scientist,	who	prepared	for	the_experiments,	suddenly	was	scared	about	all	the_consequences.			The scientist, who prepared for the experiments, suddenly was	Llama-2-7B-Chat	9.04070281982422	meta-llama/Llama-2-7b-chat-hf	exp1
8	appos	singular	gram	e.appos.singular.gram	Was the scientist unafraid of the consequences?	no	The_scientist,	who	prepared	for	the_experiment,	suddenly	was	scared	about	all	the_consequences.			The scientist, who prepared for the experiment, suddenly was	Llama-2-7B-Chat	9.848540306091309	meta-llama/Llama-2-7b-chat-hf	exp1
8	appos	plural	ungram	e.appos.plural.ungram	Was the scientist unafraid of the consequences?	no	The_scientist,	who	prepared	for	the_experiments,	suddenly	were	scared	about	all	the_consequences.			The scientist, who prepared for the experiments, suddenly were	Llama-2-7B-Chat	14.834024429321287	meta-llama/Llama-2-7b-chat-hf	exp1
8	appos	singular	ungram	e.appos.singular.ungram	Was the scientist unafraid of the consequences?	no	The_scientist,	who	prepared	for	the_experiment,	suddenly	were	scared	about	all	the_consequences.			The scientist, who prepared for the experiment, suddenly were	Llama-2-7B-Chat	15.816563606262209	meta-llama/Llama-2-7b-chat-hf	exp1
8	restr	plural	gram	e.restr.plural.gram	Was the scientist unafraid of the consequences?	no	The_scientist	who	prepared	for	the_experiments	suddenly	was	scared	about	all	the_consequences.			The scientist who prepared for the experiments suddenly was	Llama-2-7B-Chat	8.772224426269531	meta-llama/Llama-2-7b-chat-hf	exp1
8	restr	singular	gram	e.restr.singular.gram	Was the scientist unafraid of the consequences?	no	The_scientist	who	prepared	for	the_experiment	suddenly	was	scared	about	all	the_consequences.			The scientist who prepared for the experiment suddenly was	Llama-2-7B-Chat	9.518831253051758	meta-llama/Llama-2-7b-chat-hf	exp1
8	restr	plural	ungram	e.restr.plural.ungram	Was the scientist unafraid of the consequences?	no	The_scientist	who	prepared	for	the_experiments	suddenly	were	scared	about	all	the_consequences.			The scientist who prepared for the experiments suddenly were	Llama-2-7B-Chat	14.452836036682127	meta-llama/Llama-2-7b-chat-hf	exp1
8	restr	singular	ungram	e.restr.singular.ungram	Was the scientist unafraid of the consequences?	no	The_scientist	who	prepared	for	the_experiment	suddenly	were	scared	about	all	the_consequences.			The scientist who prepared for the experiment suddenly were	Llama-2-7B-Chat	15.385415077209473	meta-llama/Llama-2-7b-chat-hf	exp1
9	appos	plural	gram	e.appos.plural.gram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professors,	likely	was	concerned	about	her	low	grade.		The student, who wrote to the professors, likely was	Llama-2-7B-Chat	5.279074668884277	meta-llama/Llama-2-7b-chat-hf	exp1
9	appos	singular	gram	e.appos.singular.gram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professor,	likely	was	concerned	about	her	low	grade.		The student, who wrote to the professor, likely was	Llama-2-7B-Chat	5.804158687591553	meta-llama/Llama-2-7b-chat-hf	exp1
9	appos	plural	ungram	e.appos.plural.ungram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professors,	likely	were	concerned	about	her	low	grade.		The student, who wrote to the professors, likely were	Llama-2-7B-Chat	12.751784324645996	meta-llama/Llama-2-7b-chat-hf	exp1
9	appos	singular	ungram	e.appos.singular.ungram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professor,	likely	were	concerned	about	her	low	grade.		The student, who wrote to the professor, likely were	Llama-2-7B-Chat	13.902411460876465	meta-llama/Llama-2-7b-chat-hf	exp1
9	restr	plural	gram	e.restr.plural.gram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professors	likely	was	concerned	about	her	low	grade.		The student who wrote to the professors likely was	Llama-2-7B-Chat	4.876448154449463	meta-llama/Llama-2-7b-chat-hf	exp1
9	restr	singular	gram	e.restr.singular.gram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professor	likely	was	concerned	about	her	low	grade.		The student who wrote to the professor likely was	Llama-2-7B-Chat	5.035379409790039	meta-llama/Llama-2-7b-chat-hf	exp1
9	restr	plural	ungram	e.restr.plural.ungram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professors	likely	were	concerned	about	her	low	grade.		The student who wrote to the professors likely were	Llama-2-7B-Chat	12.63656997680664	meta-llama/Llama-2-7b-chat-hf	exp1
9	restr	singular	ungram	e.restr.singular.ungram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professor	likely	were	concerned	about	her	low	grade.		The student who wrote to the professor likely were	Llama-2-7B-Chat	13.40413761138916	meta-llama/Llama-2-7b-chat-hf	exp1
10	appos	plural	gram	e.appos.plural.gram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_reports,	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the reports, apparently was	Llama-2-7B-Chat	5.703065395355225	meta-llama/Llama-2-7b-chat-hf	exp1
10	appos	singular	gram	e.appos.singular.gram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_report,	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the report, apparently was	Llama-2-7B-Chat	5.094698905944824	meta-llama/Llama-2-7b-chat-hf	exp1
10	appos	plural	ungram	e.appos.plural.ungram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_reports,	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the reports, apparently were	Llama-2-7B-Chat	13.198317527770996	meta-llama/Llama-2-7b-chat-hf	exp1
10	appos	singular	ungram	e.appos.singular.ungram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_report,	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the report, apparently were	Llama-2-7B-Chat	14.511664390563965	meta-llama/Llama-2-7b-chat-hf	exp1
10	restr	plural	gram	e.restr.plural.gram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_reports	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the reports apparently was	Llama-2-7B-Chat	5.57127046585083	meta-llama/Llama-2-7b-chat-hf	exp1
10	restr	singular	gram	e.restr.singular.gram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_report	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the report apparently was	Llama-2-7B-Chat	5.178769588470459	meta-llama/Llama-2-7b-chat-hf	exp1
10	restr	plural	ungram	e.restr.plural.ungram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_reports	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the reports apparently were	Llama-2-7B-Chat	12.097210884094238	meta-llama/Llama-2-7b-chat-hf	exp1
10	restr	singular	ungram	e.restr.singular.ungram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_report	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the report apparently were	Llama-2-7B-Chat	13.107955932617188	meta-llama/Llama-2-7b-chat-hf	exp1
11	appos	plural	gram	e.appos.plural.gram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dogs,	probably	was	scared	about	being	bitten.			The boy, who walked toward the dogs, probably was	Llama-2-7B-Chat	5.306784152984619	meta-llama/Llama-2-7b-chat-hf	exp1
11	appos	singular	gram	e.appos.singular.gram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dog,	probably	was	scared	about	being	bitten.			The boy, who walked toward the dog, probably was	Llama-2-7B-Chat	5.445959091186523	meta-llama/Llama-2-7b-chat-hf	exp1
11	appos	plural	ungram	e.appos.plural.ungram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dogs,	probably	were	scared	about	being	bitten.			The boy, who walked toward the dogs, probably were	Llama-2-7B-Chat	13.91505241394043	meta-llama/Llama-2-7b-chat-hf	exp1
11	appos	singular	ungram	e.appos.singular.ungram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dog,	probably	were	scared	about	being	bitten.			The boy, who walked toward the dog, probably were	Llama-2-7B-Chat	14.56987762451172	meta-llama/Llama-2-7b-chat-hf	exp1
11	restr	plural	gram	e.restr.plural.gram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dogs	probably	was	scared	about	being	bitten.			The boy who walked toward the dogs probably was	Llama-2-7B-Chat	4.980196952819824	meta-llama/Llama-2-7b-chat-hf	exp1
11	restr	singular	gram	e.restr.singular.gram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dog	probably	was	scared	about	being	bitten.			The boy who walked toward the dog probably was	Llama-2-7B-Chat	5.749544143676758	meta-llama/Llama-2-7b-chat-hf	exp1
11	restr	plural	ungram	e.restr.plural.ungram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dogs	probably	were	scared	about	being	bitten.			The boy who walked toward the dogs probably were	Llama-2-7B-Chat	14.228096961975098	meta-llama/Llama-2-7b-chat-hf	exp1
11	restr	singular	ungram	e.restr.singular.ungram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dog	probably	were	scared	about	being	bitten.			The boy who walked toward the dog probably were	Llama-2-7B-Chat	15.048165321350098	meta-llama/Llama-2-7b-chat-hf	exp1
12	appos	plural	gram	e.appos.plural.gram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dogs,	clearly	was	happy	about	the	cross-country	road_trip.		The woman, who walked by the dogs, clearly was	Llama-2-7B-Chat	5.005362510681152	meta-llama/Llama-2-7b-chat-hf	exp1
12	appos	singular	gram	e.appos.singular.gram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dog,	clearly	was	happy	about	the	cross-country	road_trip.		The woman, who walked by the dog, clearly was	Llama-2-7B-Chat	5.089728832244873	meta-llama/Llama-2-7b-chat-hf	exp1
12	appos	plural	ungram	e.appos.plural.ungram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dogs,	clearly	were	happy	about	the	cross-country	road_trip.		The woman, who walked by the dogs, clearly were	Llama-2-7B-Chat	16.056631088256836	meta-llama/Llama-2-7b-chat-hf	exp1
12	appos	singular	ungram	e.appos.singular.ungram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dog,	clearly	were	happy	about	the	cross-country	road_trip.		The woman, who walked by the dog, clearly were	Llama-2-7B-Chat	16.338241577148438	meta-llama/Llama-2-7b-chat-hf	exp1
12	restr	plural	gram	e.restr.plural.gram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dogs	clearly	was	happy	about	the	cross-country	road_trip.		The woman who walked by the dogs clearly was	Llama-2-7B-Chat	4.028569221496582	meta-llama/Llama-2-7b-chat-hf	exp1
12	restr	singular	gram	e.restr.singular.gram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dog	clearly	was	happy	about	the	cross-country	road_trip.		The woman who walked by the dog clearly was	Llama-2-7B-Chat	4.413793563842773	meta-llama/Llama-2-7b-chat-hf	exp1
12	restr	plural	ungram	e.restr.plural.ungram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dogs	clearly	were	happy	about	the	cross-country	road_trip.		The woman who walked by the dogs clearly were	Llama-2-7B-Chat	15.113652229309082	meta-llama/Llama-2-7b-chat-hf	exp1
12	restr	singular	ungram	e.restr.singular.ungram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dog	clearly	were	happy	about	the	cross-country	road_trip.		The woman who walked by the dog clearly were	Llama-2-7B-Chat	15.560867309570312	meta-llama/Llama-2-7b-chat-hf	exp1
13	appos	plural	gram	e.appos.plural.gram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctors,	unsurprisingly	was	excited	about	the	good	news.		The nurse, who called for the doctors, unsurprisingly was	Llama-2-7B-Chat	5.167845726013184	meta-llama/Llama-2-7b-chat-hf	exp1
13	appos	singular	gram	e.appos.singular.gram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctor,	unsurprisingly	was	excited	about	the	good	news.		The nurse, who called for the doctor, unsurprisingly was	Llama-2-7B-Chat	5.046430587768555	meta-llama/Llama-2-7b-chat-hf	exp1
13	appos	plural	ungram	e.appos.plural.ungram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctors,	unsurprisingly	were	excited	about	the	good	news.		The nurse, who called for the doctors, unsurprisingly were	Llama-2-7B-Chat	13.356266975402832	meta-llama/Llama-2-7b-chat-hf	exp1
13	appos	singular	ungram	e.appos.singular.ungram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctor,	unsurprisingly	were	excited	about	the	good	news.		The nurse, who called for the doctor, unsurprisingly were	Llama-2-7B-Chat	14.404223442077637	meta-llama/Llama-2-7b-chat-hf	exp1
13	restr	plural	gram	e.restr.plural.gram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctors	unsurprisingly	was	excited	about	the	good	news.		The nurse who called for the doctors unsurprisingly was	Llama-2-7B-Chat	4.66819429397583	meta-llama/Llama-2-7b-chat-hf	exp1
13	restr	singular	gram	e.restr.singular.gram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctor	unsurprisingly	was	excited	about	the	good	news.		The nurse who called for the doctor unsurprisingly was	Llama-2-7B-Chat	4.959118366241455	meta-llama/Llama-2-7b-chat-hf	exp1
13	restr	plural	ungram	e.restr.plural.ungram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctors	unsurprisingly	were	excited	about	the	good	news.		The nurse who called for the doctors unsurprisingly were	Llama-2-7B-Chat	11.50127124786377	meta-llama/Llama-2-7b-chat-hf	exp1
13	restr	singular	ungram	e.restr.singular.ungram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctor	unsurprisingly	were	excited	about	the	good	news.		The nurse who called for the doctor unsurprisingly were	Llama-2-7B-Chat	14.221107482910156	meta-llama/Llama-2-7b-chat-hf	exp1
14	appos	plural	gram	e.appos.plural.gram	Did the director intrigue the assistants?	no	The_director,	who	called	for	the_assistants,	suddenly	was	intrigued	by	the	secret	report.		The director, who called for the assistants, suddenly was	Llama-2-7B-Chat	8.960742950439453	meta-llama/Llama-2-7b-chat-hf	exp1
14	appos	singular	gram	e.appos.singular.gram	Did the director intrigue the assistant?	no	The_director,	who	called	for	the_assistant,	suddenly	was	intrigued	by	the	secret	report.		The director, who called for the assistant, suddenly was	Llama-2-7B-Chat	8.862326622009277	meta-llama/Llama-2-7b-chat-hf	exp1
14	appos	plural	ungram	e.appos.plural.ungram	Did the director intrigue the assistants?	no	The_director,	who	called	for	the_assistants,	suddenly	were	intrigued	by	the	secret	report.		The director, who called for the assistants, suddenly were	Llama-2-7B-Chat	15.644478797912598	meta-llama/Llama-2-7b-chat-hf	exp1
14	appos	singular	ungram	e.appos.singular.ungram	Did the director intrigue the assistant?	no	The_director,	who	called	for	the_assistant,	suddenly	were	intrigued	by	the	secret	report.		The director, who called for the assistant, suddenly were	Llama-2-7B-Chat	16.729522705078125	meta-llama/Llama-2-7b-chat-hf	exp1
14	restr	plural	gram	e.restr.plural.gram	Did the director intrigue the assistants?	no	The_director	who	called	for	the_assistants	suddenly	was	intrigued	by	the	secret	report.		The director who called for the assistants suddenly was	Llama-2-7B-Chat	9.01613712310791	meta-llama/Llama-2-7b-chat-hf	exp1
14	restr	singular	gram	e.restr.singular.gram	Did the director intrigue the assistant?	no	The_director	who	called	for	the_assistant	suddenly	was	intrigued	by	the	secret	report.		The director who called for the assistant suddenly was	Llama-2-7B-Chat	9.038617134094238	meta-llama/Llama-2-7b-chat-hf	exp1
14	restr	plural	ungram	e.restr.plural.ungram	Did the director intrigue the assistants?	no	The_director	who	called	for	the_assistants	suddenly	were	intrigued	by	the	secret	report.		The director who called for the assistants suddenly were	Llama-2-7B-Chat	13.952858924865724	meta-llama/Llama-2-7b-chat-hf	exp1
14	restr	singular	ungram	e.restr.singular.ungram	Did the director intrigue the assistant?	no	The_director	who	called	for	the_assistant	suddenly	were	intrigued	by	the	secret	report.		The director who called for the assistant suddenly were	Llama-2-7B-Chat	15.85760498046875	meta-llama/Llama-2-7b-chat-hf	exp1
15	appos	plural	gram	e.appos.plural.gram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_houses,	certainly	was	impressed	with	the	stunning	view.		The artist, who painted by the houses, certainly was	Llama-2-7B-Chat	4.210351467132568	meta-llama/Llama-2-7b-chat-hf	exp1
15	appos	singular	gram	e.appos.singular.gram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_house,	certainly	was	impressed	with	the	stunning	view.		The artist, who painted by the house, certainly was	Llama-2-7B-Chat	4.042957305908203	meta-llama/Llama-2-7b-chat-hf	exp1
15	appos	plural	ungram	e.appos.plural.ungram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_houses,	certainly	were	impressed	with	the	stunning	view.		The artist, who painted by the houses, certainly were	Llama-2-7B-Chat	12.348052978515623	meta-llama/Llama-2-7b-chat-hf	exp1
15	appos	singular	ungram	e.appos.singular.ungram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_house,	certainly	were	impressed	with	the	stunning	view.		The artist, who painted by the house, certainly were	Llama-2-7B-Chat	13.268315315246582	meta-llama/Llama-2-7b-chat-hf	exp1
15	restr	plural	gram	e.restr.plural.gram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_houses	certainly	was	impressed	with	the	stunning	view.		The artist who painted by the houses certainly was	Llama-2-7B-Chat	4.197022438049316	meta-llama/Llama-2-7b-chat-hf	exp1
15	restr	singular	gram	e.restr.singular.gram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_house	certainly	was	impressed	with	the	stunning	view.		The artist who painted by the house certainly was	Llama-2-7B-Chat	3.5464975833892822	meta-llama/Llama-2-7b-chat-hf	exp1
15	restr	plural	ungram	e.restr.plural.ungram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_houses	certainly	were	impressed	with	the	stunning	view.		The artist who painted by the houses certainly were	Llama-2-7B-Chat	12.396716117858888	meta-llama/Llama-2-7b-chat-hf	exp1
15	restr	singular	ungram	e.restr.singular.ungram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_house	certainly	were	impressed	with	the	stunning	view.		The artist who painted by the house certainly were	Llama-2-7B-Chat	12.856388092041016	meta-llama/Llama-2-7b-chat-hf	exp1
16	appos	plural	gram	e.appos.plural.gram	Did the actors surprise the director?	no	The_director,	who	called	for	the_actors,	certainly	was	surprised	about	the	exciting	news.		The director, who called for the actors, certainly was	Llama-2-7B-Chat	4.821303844451904	meta-llama/Llama-2-7b-chat-hf	exp1
16	appos	singular	gram	e.appos.singular.gram	Did the actor surprise the director?	no	The_director,	who	called	for	the_actor,	certainly	was	surprised	about	the	exciting	news.		The director, who called for the actor, certainly was	Llama-2-7B-Chat	4.974457263946533	meta-llama/Llama-2-7b-chat-hf	exp1
16	appos	plural	ungram	e.appos.plural.ungram	Did the actors surprise the director?	no	The_director,	who	called	for	the_actors,	certainly	were	surprised	about	the	exciting	news.		The director, who called for the actors, certainly were	Llama-2-7B-Chat	13.240781784057615	meta-llama/Llama-2-7b-chat-hf	exp1
16	appos	singular	ungram	e.appos.singular.ungram	Did the actor surprise the director?	no	The_director,	who	called	for	the_actor,	certainly	were	surprised	about	the	exciting	news.		The director, who called for the actor, certainly were	Llama-2-7B-Chat	14.723918914794922	meta-llama/Llama-2-7b-chat-hf	exp1
16	restr	plural	gram	e.restr.plural.gram	Did the actors surprise the director?	no	The_director	who	called	for	the_actors	certainly	was	surprised	about	the	exciting	news.		The director who called for the actors certainly was	Llama-2-7B-Chat	5.738387107849121	meta-llama/Llama-2-7b-chat-hf	exp1
16	restr	singular	gram	e.restr.singular.gram	Did the actor surprise the director?	no	The_director	who	called	for	the_actor	certainly	was	surprised	about	the	exciting	news.		The director who called for the actor certainly was	Llama-2-7B-Chat	6.59956169128418	meta-llama/Llama-2-7b-chat-hf	exp1
16	restr	plural	ungram	e.restr.plural.ungram	Did the actors surprise the director?	no	The_director	who	called	for	the_actors	certainly	were	surprised	about	the	exciting	news.		The director who called for the actors certainly were	Llama-2-7B-Chat	11.847298622131348	meta-llama/Llama-2-7b-chat-hf	exp1
16	restr	singular	ungram	e.restr.singular.ungram	Did the actor surprise the director?	no	The_director	who	called	for	the_actor	certainly	were	surprised	about	the	exciting	news.		The director who called for the actor certainly were	Llama-2-7B-Chat	13.255119323730469	meta-llama/Llama-2-7b-chat-hf	exp1
17	appos	plural	gram	e.appos.plural.gram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stashes,	obviously	was	scared	of	being	caught	red-handed.		The thief, who stole from the stashes, obviously was	Llama-2-7B-Chat	4.83922815322876	meta-llama/Llama-2-7b-chat-hf	exp1
17	appos	singular	gram	e.appos.singular.gram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stash,	obviously	was	scared	of	being	caught	red-handed.		The thief, who stole from the stash, obviously was	Llama-2-7B-Chat	5.6123576164245605	meta-llama/Llama-2-7b-chat-hf	exp1
17	appos	plural	ungram	e.appos.plural.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stashes,	obviously	were	scared	of	being	caught	red-handed.		The thief, who stole from the stashes, obviously were	Llama-2-7B-Chat	12.819135665893556	meta-llama/Llama-2-7b-chat-hf	exp1
17	appos	singular	ungram	e.appos.singular.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stash,	obviously	were	scared	of	being	caught	red-handed.		The thief, who stole from the stash, obviously were	Llama-2-7B-Chat	13.519002914428713	meta-llama/Llama-2-7b-chat-hf	exp1
17	restr	plural	gram	e.restr.plural.gram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stashes	obviously	was	scared	of	being	caught	red-handed.		The thief who stole from the stashes obviously was	Llama-2-7B-Chat	5.262360095977783	meta-llama/Llama-2-7b-chat-hf	exp1
17	restr	singular	gram	e.restr.singular.gram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stash	obviously	was	scared	of	being	caught	red-handed.		The thief who stole from the stash obviously was	Llama-2-7B-Chat	5.6314191818237305	meta-llama/Llama-2-7b-chat-hf	exp1
17	restr	plural	ungram	e.restr.plural.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stashes	obviously	were	scared	of	being	caught	red-handed.		The thief who stole from the stashes obviously were	Llama-2-7B-Chat	11.844656944274902	meta-llama/Llama-2-7b-chat-hf	exp1
17	restr	singular	ungram	e.restr.singular.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stash	obviously	were	scared	of	being	caught	red-handed.		The thief who stole from the stash obviously were	Llama-2-7B-Chat	12.444771766662598	meta-llama/Llama-2-7b-chat-hf	exp1
18	appos	plural	gram	e.appos.plural.gram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_books,	apparently	was	disappointed	with	the	surprise	ending.		The author, who read about the books, apparently was	Llama-2-7B-Chat	5.618767261505127	meta-llama/Llama-2-7b-chat-hf	exp1
