ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	sentence	model	modelname	surp	exp
34	restr	singular	ungram	e.restr.singular.ungram	Mary	picked	the	cowboy	who	the	rancher	know	the	best	among	his	cattlemen.					Mary picked the cowboy who the rancher know	GPT-Neo-125m	EleutherAI/gpt-neo-125m	10.511432647705078	exp3
34	appos	plural	gram	e.appos.plural.gram	Mary	picked	the	cowboys,	who	the	rancher	knows	the	best	among	his	cattlemen.					Mary picked the cowboys, who the rancher knows	GPT-Neo-125m	EleutherAI/gpt-neo-125m	9.553550720214844	exp3
34	appos	singular	gram	e.appos.singular.gram	Mary	picked	the	cowboy,	who	the	rancher	knows	the	best	among	his	cattlemen.					Mary picked the cowboy, who the rancher knows	GPT-Neo-125m	EleutherAI/gpt-neo-125m	8.846514701843262	exp3
34	appos	plural	ungram	e.appos.plural.ungram	Mary	picked	the	cowboys,	who	the	rancher	know	the	best	among	his	cattlemen.					Mary picked the cowboys, who the rancher know	GPT-Neo-125m	EleutherAI/gpt-neo-125m	11.415116310119627	exp3
34	appos	singular	ungram	e.appos.singular.ungram	Mary	picked	the	cowboy,	who	the	rancher	know	the	best	among	his	cattlemen.					Mary picked the cowboy, who the rancher know	GPT-Neo-125m	EleutherAI/gpt-neo-125m	11.735838890075684	exp3
35	restr	plural	gram	e.restr.plural.gram	Erica	shadowed	the	surgeons	who	the	nurse	prefers	most	to	assist	most.						Erica shadowed the surgeons who the nurse prefers	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.685277938842773	exp3
35	restr	singular	gram	e.restr.singular.gram	Erica	shadowed	the	surgeon	who	the	nurse	prefers	most	to	assist	most.						Erica shadowed the surgeon who the nurse prefers	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.881872177124023	exp3
35	restr	plural	ungram	e.restr.plural.ungram	Erica	shadowed	the	surgeons	who	the	nurse	prefer	most	to	assist	most.						Erica shadowed the surgeons who the nurse prefer	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.499319076538086	exp3
35	restr	singular	ungram	e.restr.singular.ungram	Erica	shadowed	the	surgeon	who	the	nurse	prefer	most	to	assist	most.						Erica shadowed the surgeon who the nurse prefer	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.411806106567383	exp3
35	appos	plural	gram	e.appos.plural.gram	Erica	shadowed	the	surgeons,	who	the	nurse	prefers	most	to	assist	most.						Erica shadowed the surgeons, who the nurse prefers	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.516422271728516	exp3
35	appos	singular	gram	e.appos.singular.gram	Erica	shadowed	the	surgeon,	who	the	nurse	prefers	most	to	assist	most.						Erica shadowed the surgeon, who the nurse prefers	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.846263885498047	exp3
35	appos	plural	ungram	e.appos.plural.ungram	Erica	shadowed	the	surgeons,	who	the	nurse	prefer	most	to	assist	most.						Erica shadowed the surgeons, who the nurse prefer	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.289587020874023	exp3
35	appos	singular	ungram	e.appos.singular.ungram	Erica	shadowed	the	surgeon,	who	the	nurse	prefer	most	to	assist	most.						Erica shadowed the surgeon, who the nurse prefer	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.22003746032715	exp3
36	restr	plural	gram	e.restr.plural.gram	Amy	humiliated	the	bartenders	who	the	patron	gossips	with	after	work	over	martinis.					Amy humiliated the bartenders who the patron gossips	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.757295787334442	exp3
36	restr	singular	gram	e.restr.singular.gram	Amy	humiliated	the	bartender	who	the	patron	gossips	with	after	work	over	martinis.					Amy humiliated the bartender who the patron gossips	GPT-Neo-125m	EleutherAI/gpt-neo-125m	20.331979393959045	exp3
36	restr	plural	ungram	e.restr.plural.ungram	Amy	humiliated	the	bartenders	who	the	patron	gossip	with	after	work	over	martinis.					Amy humiliated the bartenders who the patron gossip	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.527545928955078	exp3
36	restr	singular	ungram	e.restr.singular.ungram	Amy	humiliated	the	bartender	who	the	patron	gossip	with	after	work	over	martinis.					Amy humiliated the bartender who the patron gossip	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.436723709106445	exp3
36	appos	plural	gram	e.appos.plural.gram	Amy	humiliated	the	bartenders,	who	the	patron	gossips	with	after	work	over	martinis.					Amy humiliated the bartenders, who the patron gossips	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.416352033615112	exp3
36	appos	singular	gram	e.appos.singular.gram	Amy	humiliated	the	bartender,	who	the	patron	gossips	with	after	work	over	martinis.					Amy humiliated the bartender, who the patron gossips	GPT-Neo-125m	EleutherAI/gpt-neo-125m	20.41730046272278	exp3
36	appos	plural	ungram	e.appos.plural.ungram	Amy	humiliated	the	bartenders,	who	the	patron	gossip	with	after	work	over	martinis.					Amy humiliated the bartenders, who the patron gossip	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.095212936401367	exp3
36	appos	singular	ungram	e.appos.singular.ungram	Amy	humiliated	the	bartender,	who	the	patron	gossip	with	after	work	over	martinis.					Amy humiliated the bartender, who the patron gossip	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.51685905456543	exp3
37	restr	plural	gram	e.restr.plural.gram	Kelly	fired	the	columnists	who	the	reader	complains	about	in	the	weekly	feedbacks.					Kelly fired the columnists who the reader complains	GPT-Neo-125m	EleutherAI/gpt-neo-125m	10.331233024597168	exp3
37	restr	singular	gram	e.restr.singular.gram	Kelly	fired	the	columnist	who	the	reader	complains	about	in	the	weekly	feedbacks.					Kelly fired the columnist who the reader complains	GPT-Neo-125m	EleutherAI/gpt-neo-125m	11.078383445739746	exp3
37	restr	plural	ungram	e.restr.plural.ungram	Kelly	fired	the	columnists	who	the	reader	complain	about	in	the	weekly	feedbacks.					Kelly fired the columnists who the reader complain	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.24810218811035	exp3
37	restr	singular	ungram	e.restr.singular.ungram	Kelly	fired	the	columnist	who	the	reader	complain	about	in	the	weekly	feedbacks.					Kelly fired the columnist who the reader complain	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.344104766845703	exp3
37	appos	plural	gram	e.appos.plural.gram	Kelly	fired	the	columnists,	who	the	reader	complains	about	in	the	weekly	feedbacks.					Kelly fired the columnists, who the reader complains	GPT-Neo-125m	EleutherAI/gpt-neo-125m	11.477472305297852	exp3
37	appos	singular	gram	e.appos.singular.gram	Kelly	fired	the	columnist,	who	the	reader	complains	about	in	the	weekly	feedbacks.					Kelly fired the columnist, who the reader complains	GPT-Neo-125m	EleutherAI/gpt-neo-125m	10.305646896362305	exp3
37	appos	plural	ungram	e.appos.plural.ungram	Kelly	fired	the	columnists,	who	the	reader	complain	about	in	the	weekly	feedbacks.					Kelly fired the columnists, who the reader complain	GPT-Neo-125m	EleutherAI/gpt-neo-125m	19.679479598999023	exp3
37	appos	singular	ungram	e.appos.singular.ungram	Kelly	fired	the	columnist,	who	the	reader	complain	about	in	the	weekly	feedbacks.					Kelly fired the columnist, who the reader complain	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.55227279663086	exp3
38	restr	plural	gram	e.restr.plural.gram	Kristen	greeted	the	anthropologists	who	the	villager	respects	the	most	among	researchers.						Kristen greeted the anthropologists who the villager respects	GPT-Neo-125m	EleutherAI/gpt-neo-125m	19.81995964050293	exp3
38	restr	singular	gram	e.restr.singular.gram	Kristen	greeted	the	anthropologist	who	the	villager	respects	the	most	among	researchers.						Kristen greeted the anthropologist who the villager respects	GPT-Neo-125m	EleutherAI/gpt-neo-125m	20.116783142089844	exp3
38	restr	plural	ungram	e.restr.plural.ungram	Kristen	greeted	the	anthropologists	who	the	villager	respect	the	most	among	researchers.						Kristen greeted the anthropologists who the villager respect	GPT-Neo-125m	EleutherAI/gpt-neo-125m	22.79444694519043	exp3
38	restr	singular	ungram	e.restr.singular.ungram	Kristen	greeted	the	anthropologist	who	the	villager	respect	the	most	among	researchers.						Kristen greeted the anthropologist who the villager respect	GPT-Neo-125m	EleutherAI/gpt-neo-125m	24.062984466552734	exp3
38	appos	plural	gram	e.appos.plural.gram	Kristen	greeted	the	anthropologists,	who	the	villager	respects	the	most	among	researchers.						Kristen greeted the anthropologists, who the villager respects	GPT-Neo-125m	EleutherAI/gpt-neo-125m	20.518898010253903	exp3
38	appos	singular	gram	e.appos.singular.gram	Kristen	greeted	the	anthropologist,	who	the	villager	respects	the	most	among	researchers.						Kristen greeted the anthropologist, who the villager respects	GPT-Neo-125m	EleutherAI/gpt-neo-125m	20.295534133911133	exp3
38	appos	plural	ungram	e.appos.plural.ungram	Kristen	greeted	the	anthropologists,	who	the	villager	respect	the	most	among	researchers.						Kristen greeted the anthropologists, who the villager respect	GPT-Neo-125m	EleutherAI/gpt-neo-125m	21.963891983032227	exp3
38	appos	singular	ungram	e.appos.singular.ungram	Kristen	greeted	the	anthropologist,	who	the	villager	respect	the	most	among	researchers.						Kristen greeted the anthropologist, who the villager respect	GPT-Neo-125m	EleutherAI/gpt-neo-125m	22.795944213867188	exp3
39	restr	plural	gram	e.restr.plural.gram	Anna	trusted	the	bricklayers	who	the	contractor	assigns	to	important	projects	every	year.					Anna trusted the bricklayers who the contractor assigns	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.082077026367188	exp3
39	restr	singular	gram	e.restr.singular.gram	Anna	trusted	the	bricklayer	who	the	contractor	assigns	to	important	projects	every	year.					Anna trusted the bricklayer who the contractor assigns	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.05108070373535	exp3
39	restr	plural	ungram	e.restr.plural.ungram	Anna	trusted	the	bricklayers	who	the	contractor	assign	to	important	projects	every	year.					Anna trusted the bricklayers who the contractor assign	GPT-Neo-125m	EleutherAI/gpt-neo-125m	20.568923950195312	exp3
39	restr	singular	ungram	e.restr.singular.ungram	Anna	trusted	the	bricklayer	who	the	contractor	assign	to	important	projects	every	year.					Anna trusted the bricklayer who the contractor assign	GPT-Neo-125m	EleutherAI/gpt-neo-125m	20.790189743041992	exp3
39	appos	plural	gram	e.appos.plural.gram	Anna	trusted	the	bricklayers,	who	the	contractor	assigns	to	important	projects	every	year.					Anna trusted the bricklayers, who the contractor assigns	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.850858688354492	exp3
39	appos	singular	gram	e.appos.singular.gram	Anna	trusted	the	bricklayer,	who	the	contractor	assigns	to	important	projects	every	year.					Anna trusted the bricklayer, who the contractor assigns	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.321247100830078	exp3
39	appos	plural	ungram	e.appos.plural.ungram	Anna	trusted	the	bricklayers,	who	the	contractor	assign	to	important	projects	every	year.					Anna trusted the bricklayers, who the contractor assign	GPT-Neo-125m	EleutherAI/gpt-neo-125m	19.625205993652344	exp3
39	appos	singular	ungram	e.appos.singular.ungram	Anna	trusted	the	bricklayer,	who	the	contractor	assign	to	important	projects	every	year.					Anna trusted the bricklayer, who the contractor assign	GPT-Neo-125m	EleutherAI/gpt-neo-125m	19.869592666625977	exp3
40	restr	plural	gram	e.restr.plural.gram	Maria	greeted	the	comedians	who	the	prisoner	finds	so	entertaining	to	watch.						Maria greeted the comedians who the prisoner finds	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.837252616882324	exp3
40	restr	singular	gram	e.restr.singular.gram	Maria	greeted	the	comedian	who	the	prisoner	finds	so	entertaining	to	watch.						Maria greeted the comedian who the prisoner finds	GPT-Neo-125m	EleutherAI/gpt-neo-125m	15.714457511901855	exp3
40	restr	plural	ungram	e.restr.plural.ungram	Maria	greeted	the	comedians	who	the	prisoner	find	so	entertaining	to	watch.						Maria greeted the comedians who the prisoner find	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.852971076965332	exp3
40	restr	singular	ungram	e.restr.singular.ungram	Maria	greeted	the	comedian	who	the	prisoner	find	so	entertaining	to	watch.						Maria greeted the comedian who the prisoner find	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.797521591186523	exp3
40	appos	plural	gram	e.appos.plural.gram	Maria	greeted	the	comedians,	who	the	prisoner	finds	so	entertaining	to	watch.						Maria greeted the comedians, who the prisoner finds	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.615222930908203	exp3
40	appos	singular	gram	e.appos.singular.gram	Maria	greeted	the	comedian,	who	the	prisoner	finds	so	entertaining	to	watch.						Maria greeted the comedian, who the prisoner finds	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.990622520446776	exp3
40	appos	plural	ungram	e.appos.plural.ungram	Maria	greeted	the	comedians,	who	the	prisoner	find	so	entertaining	to	watch.						Maria greeted the comedians, who the prisoner find	GPT-Neo-125m	EleutherAI/gpt-neo-125m	15.343218803405762	exp3
40	appos	singular	ungram	e.appos.singular.ungram	Maria	greeted	the	comedian,	who	the	prisoner	find	so	entertaining	to	watch.						Maria greeted the comedian, who the prisoner find	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.559925079345703	exp3
41	restr	plural	gram	e.restr.plural.gram	Julie	saw	the	judges	who	the	criminal	fears	the	most	at	trials.						Julie saw the judges who the criminal fears	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.819297790527344	exp3
41	restr	singular	gram	e.restr.singular.gram	Julie	saw	the	judge	who	the	criminal	fears	the	most	at	trials.						Julie saw the judge who the criminal fears	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.435302734375	exp3
41	restr	plural	ungram	e.restr.plural.ungram	Julie	saw	the	judges	who	the	criminal	fear	the	most	at	trials.						Julie saw the judges who the criminal fear	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.226455688476562	exp3
41	restr	singular	ungram	e.restr.singular.ungram	Julie	saw	the	judge	who	the	criminal	fear	the	most	at	trials.						Julie saw the judge who the criminal fear	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.28428840637207	exp3
41	appos	plural	gram	e.appos.plural.gram	Julie	saw	the	judges,	who	the	criminal	fears	the	most	at	trials.						Julie saw the judges, who the criminal fears	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.11967658996582	exp3
41	appos	singular	gram	e.appos.singular.gram	Julie	saw	the	judge,	who	the	criminal	fears	the	most	at	trials.						Julie saw the judge, who the criminal fears	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.735214233398438	exp3
41	appos	plural	ungram	e.appos.plural.ungram	Julie	saw	the	judges,	who	the	criminal	fear	the	most	at	trials.						Julie saw the judges, who the criminal fear	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.468769073486328	exp3
41	appos	singular	ungram	e.appos.singular.ungram	Julie	saw	the	judge,	who	the	criminal	fear	the	most	at	trials.						Julie saw the judge, who the criminal fear	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.02178192138672	exp3
42	restr	plural	gram	e.restr.plural.gram	Nicole	hugged	the	students	who	the	bully	teases	during	lunch	at	school.						Nicole hugged the students who the bully teases	GPT-Neo-125m	EleutherAI/gpt-neo-125m	20.699821710586548	exp3
42	restr	singular	gram	e.restr.singular.gram	Nicole	hugged	the	student	who	the	bully	teases	during	lunch	at	school.						Nicole hugged the student who the bully teases	GPT-Neo-125m	EleutherAI/gpt-neo-125m	19.867115259170532	exp3
42	restr	plural	ungram	e.restr.plural.ungram	Nicole	hugged	the	students	who	the	bully	tease	during	lunch	at	school.						Nicole hugged the students who the bully tease	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.960824966430664	exp3
42	restr	singular	ungram	e.restr.singular.ungram	Nicole	hugged	the	student	who	the	bully	tease	during	lunch	at	school.						Nicole hugged the student who the bully tease	GPT-Neo-125m	EleutherAI/gpt-neo-125m	19.099876403808594	exp3
42	appos	plural	gram	e.appos.plural.gram	Nicole	hugged	the	students,	who	the	bully	teases	during	lunch	at	school.						Nicole hugged the students, who the bully teases	GPT-Neo-125m	EleutherAI/gpt-neo-125m	20.65468120574951	exp3
42	appos	singular	gram	e.appos.singular.gram	Nicole	hugged	the	student,	who	the	bully	teases	during	lunch	at	school.						Nicole hugged the student, who the bully teases	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.48123574256897	exp3
42	appos	plural	ungram	e.appos.plural.ungram	Nicole	hugged	the	students,	who	the	bully	tease	during	lunch	at	school.						Nicole hugged the students, who the bully tease	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.979026794433594	exp3
42	appos	singular	ungram	e.appos.singular.ungram	Nicole	hugged	the	student,	who	the	bully	tease	during	lunch	at	school.						Nicole hugged the student, who the bully tease	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.561689376831055	exp3
43	restr	plural	gram	e.restr.plural.gram	Angela	followed	the	philosophers	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosophers who the scientist discusses	GPT-Neo-125m	EleutherAI/gpt-neo-125m	13.42620849609375	exp3
43	restr	singular	gram	e.restr.singular.gram	Angela	followed	the	philosopher	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosopher who the scientist discusses	GPT-Neo-125m	EleutherAI/gpt-neo-125m	13.469626426696776	exp3
43	restr	plural	ungram	e.restr.plural.ungram	Angela	followed	the	philosophers	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosophers who the scientist discuss	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.309158325195312	exp3
43	restr	singular	ungram	e.restr.singular.ungram	Angela	followed	the	philosopher	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosopher who the scientist discuss	GPT-Neo-125m	EleutherAI/gpt-neo-125m	15.815134048461914	exp3
43	appos	plural	gram	e.appos.plural.gram	Angela	followed	the	philosophers,	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosophers, who the scientist discusses	GPT-Neo-125m	EleutherAI/gpt-neo-125m	13.304158210754396	exp3
43	appos	singular	gram	e.appos.singular.gram	Angela	followed	the	philosopher,	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosopher, who the scientist discusses	GPT-Neo-125m	EleutherAI/gpt-neo-125m	12.995234489440918	exp3
43	appos	plural	ungram	e.appos.plural.ungram	Angela	followed	the	philosophers,	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosophers, who the scientist discuss	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.759267807006836	exp3
43	appos	singular	ungram	e.appos.singular.ungram	Angela	followed	the	philosopher,	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosopher, who the scientist discuss	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.024883270263672	exp3
44	restr	plural	gram	e.restr.plural.gram	Lisa	revered	the	lawyers	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyers who the candidate consults	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.30259257555008	exp3
44	restr	singular	gram	e.restr.singular.gram	Lisa	revered	the	lawyer	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyer who the candidate consults	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.68994101881981	exp3
44	restr	plural	ungram	e.restr.plural.ungram	Lisa	revered	the	lawyers	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyers who the candidate consult	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.431251525878906	exp3
44	restr	singular	ungram	e.restr.singular.ungram	Lisa	revered	the	lawyer	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyer who the candidate consult	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.346675872802734	exp3
44	appos	plural	gram	e.appos.plural.gram	Lisa	revered	the	lawyers,	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyers, who the candidate consults	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.35236394405365	exp3
44	appos	singular	gram	e.appos.singular.gram	Lisa	revered	the	lawyer,	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyer, who the candidate consults	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.30146875977516	exp3
44	appos	plural	ungram	e.appos.plural.ungram	Lisa	revered	the	lawyers,	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyers, who the candidate consult	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.581850051879883	exp3
44	appos	singular	ungram	e.appos.singular.ungram	Lisa	revered	the	lawyer,	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyer, who the candidate consult	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.885684967041016	exp3
45	restr	plural	gram	e.restr.plural.gram	Alicia	met	the	musicians	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musicians who the reviewer praises	GPT-Neo-125m	EleutherAI/gpt-neo-125m	9.660859107971191	exp3
45	restr	singular	gram	e.restr.singular.gram	Alicia	met	the	musician	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musician who the reviewer praises	GPT-Neo-125m	EleutherAI/gpt-neo-125m	10.251980781555176	exp3
45	restr	plural	ungram	e.restr.plural.ungram	Alicia	met	the	musicians	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musicians who the reviewer praise	GPT-Neo-125m	EleutherAI/gpt-neo-125m	13.931547164916992	exp3
45	restr	singular	ungram	e.restr.singular.ungram	Alicia	met	the	musician	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musician who the reviewer praise	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.190916061401367	exp3
45	appos	plural	gram	e.appos.plural.gram	Alicia	met	the	musicians,	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musicians, who the reviewer praises	GPT-Neo-125m	EleutherAI/gpt-neo-125m	10.15040397644043	exp3
45	appos	singular	gram	e.appos.singular.gram	Alicia	met	the	musician,	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musician, who the reviewer praises	GPT-Neo-125m	EleutherAI/gpt-neo-125m	10.824649810791016	exp3
45	appos	plural	ungram	e.appos.plural.ungram	Alicia	met	the	musicians,	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musicians, who the reviewer praise	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.332103729248049	exp3
45	appos	singular	ungram	e.appos.singular.ungram	Alicia	met	the	musician,	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musician, who the reviewer praise	GPT-Neo-125m	EleutherAI/gpt-neo-125m	15.179972648620604	exp3
46	restr	plural	gram	e.restr.plural.gram	Jamie	praised	the	receptionists	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionists who the boss gives	GPT-Neo-125m	EleutherAI/gpt-neo-125m	11.135628700256348	exp3
46	restr	singular	gram	e.restr.singular.gram	Jamie	praised	the	receptionist	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionist who the boss gives	GPT-Neo-125m	EleutherAI/gpt-neo-125m	11.597427368164062	exp3
46	restr	plural	ungram	e.restr.plural.ungram	Jamie	praised	the	receptionists	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionists who the boss give	GPT-Neo-125m	EleutherAI/gpt-neo-125m	15.496037483215332	exp3
46	restr	singular	ungram	e.restr.singular.ungram	Jamie	praised	the	receptionist	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionist who the boss give	GPT-Neo-125m	EleutherAI/gpt-neo-125m	15.573726654052734	exp3
46	appos	plural	gram	e.appos.plural.gram	Jamie	praised	the	receptionists,	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionists, who the boss gives	GPT-Neo-125m	EleutherAI/gpt-neo-125m	12.242629051208496	exp3
46	appos	singular	gram	e.appos.singular.gram	Jamie	praised	the	receptionist,	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionist, who the boss gives	GPT-Neo-125m	EleutherAI/gpt-neo-125m	12.368860244750977	exp3
46	appos	plural	ungram	e.appos.plural.ungram	Jamie	praised	the	receptionists,	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionists, who the boss give	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.256025314331055	exp3
46	appos	singular	ungram	e.appos.singular.ungram	Jamie	praised	the	receptionist,	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionist, who the boss give	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.693151473999023	exp3
47	restr	plural	gram	e.restr.plural.gram	Erin	casted	the	actresses	who	the	designer	creates	award	show	dresses	for.						Erin casted the actresses who the designer creates	GPT-Neo-125m	EleutherAI/gpt-neo-125m	13.513557434082031	exp3
47	restr	singular	gram	e.restr.singular.gram	Erin	casted	the	actress	who	the	designer	creates	award	show	dresses	for.						Erin casted the actress who the designer creates	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.168691635131836	exp3
47	restr	plural	ungram	e.restr.plural.ungram	Erin	casted	the	actresses	who	the	designer	create	award	show	dresses	for.						Erin casted the actresses who the designer create	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.690269470214844	exp3
47	restr	singular	ungram	e.restr.singular.ungram	Erin	casted	the	actress	who	the	designer	create	award	show	dresses	for.						Erin casted the actress who the designer create	GPT-Neo-125m	EleutherAI/gpt-neo-125m	15.789823532104492	exp3
47	appos	plural	gram	e.appos.plural.gram	Erin	casted	the	actresses,	who	the	designer	creates	award	show	dresses	for.						Erin casted the actresses, who the designer creates	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.563672065734863	exp3
47	appos	singular	gram	e.appos.singular.gram	Erin	casted	the	actress,	who	the	designer	creates	award	show	dresses	for.						Erin casted the actress, who the designer creates	GPT-Neo-125m	EleutherAI/gpt-neo-125m	14.516422271728516	exp3
47	appos	plural	ungram	e.appos.plural.ungram	Erin	casted	the	actresses,	who	the	designer	create	award	show	dresses	for.						Erin casted the actresses, who the designer create	GPT-Neo-125m	EleutherAI/gpt-neo-125m	16.735525131225586	exp3
47	appos	singular	ungram	e.appos.singular.ungram	Erin	casted	the	actress,	who	the	designer	create	award	show	dresses	for.						Erin casted the actress, who the designer create	GPT-Neo-125m	EleutherAI/gpt-neo-125m	17.58924674987793	exp3
48	restr	plural	gram	e.restr.plural.gram	Megan	recruited	the	programmers	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmers who the manager oversees	GPT-Neo-125m	EleutherAI/gpt-neo-125m	12.581414222717283	exp3
48	restr	singular	gram	e.restr.singular.gram	Megan	recruited	the	programmer	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmer who the manager oversees	GPT-Neo-125m	EleutherAI/gpt-neo-125m	12.233505249023438	exp3
48	restr	plural	ungram	e.restr.plural.ungram	Megan	recruited	the	programmers	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmers who the manager oversee	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.148290634155273	exp3
48	restr	singular	ungram	e.restr.singular.ungram	Megan	recruited	the	programmer	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmer who the manager oversee	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.70106506347656	exp3
48	appos	plural	gram	e.appos.plural.gram	Megan	recruited	the	programmers,	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmers, who the manager oversees	GPT-Neo-125m	EleutherAI/gpt-neo-125m	12.77082633972168	exp3
48	appos	singular	gram	e.appos.singular.gram	Megan	recruited	the	programmer,	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmer, who the manager oversees	GPT-Neo-125m	EleutherAI/gpt-neo-125m	12.43519687652588	exp3
48	appos	plural	ungram	e.appos.plural.ungram	Megan	recruited	the	programmers,	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmers, who the manager oversee	GPT-Neo-125m	EleutherAI/gpt-neo-125m	18.405319213867188	exp3
