ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	sentence	model	surp	modelname	exp
5	appos	singular	gram	e.appos.singular.gram	The	author,	who	the	librarian	recommends	for	summer	reading,	is	very	popular	in	India.							The author, who the librarian recommends	Mistral-7B-Instruct-v0.2	10.439841739367694	mistralai/Mistral-7B-Instruct-v0.2	exp2
5	appos	plural	ungram	e.appos.plural.ungram	The	authors,	who	the	librarian	recommend	for	summer	reading,	are	very	popular	in	India.							The authors, who the librarian recommend	Mistral-7B-Instruct-v0.2	15.814703941345217	mistralai/Mistral-7B-Instruct-v0.2	exp2
5	appos	singular	ungram	e.appos.singular.ungram	The	author,	who	the	librarian	recommend	for	summer	reading,	is	very	popular	in	India.							The author, who the librarian recommend	Mistral-7B-Instruct-v0.2	16.548320770263672	mistralai/Mistral-7B-Instruct-v0.2	exp2
6	restr	plural	gram	e.restr.plural.gram	The	pilots	who	the	smuggler	employs	in	Brazil	must	be	discreet	and	good	at	thinking	fast.					The pilots who the smuggler employs	Mistral-7B-Instruct-v0.2	11.195570869444056	mistralai/Mistral-7B-Instruct-v0.2	exp2
6	restr	singular	gram	e.restr.singular.gram	The	pilot	who	the	smuggler	employs	in	Brazil	must	be	discreet	and	good	at	thinking	fast.					The pilot who the smuggler employs	Mistral-7B-Instruct-v0.2	16.079537646495737	mistralai/Mistral-7B-Instruct-v0.2	exp2
6	restr	plural	ungram	e.restr.plural.ungram	The	pilots	who	the	smuggler	employ	in	Brazil	must	be	discreet	and	good	at	thinking	fast.					The pilots who the smuggler employ	Mistral-7B-Instruct-v0.2	12.298338890075684	mistralai/Mistral-7B-Instruct-v0.2	exp2
6	restr	singular	ungram	e.restr.singular.ungram	The	pilot	who	the	smuggler	employ	in	Brazil	must	be	discreet	and	good	at	thinking	fast.					The pilot who the smuggler employ	Mistral-7B-Instruct-v0.2	15.276915550231934	mistralai/Mistral-7B-Instruct-v0.2	exp2
6	appos	plural	gram	e.appos.plural.gram	The	pilots,	who	the	smuggler	employs	in	Brazil,	must	be	discreet	and	good	at	thinking	fast.					The pilots, who the smuggler employs	Mistral-7B-Instruct-v0.2	11.723697949244524	mistralai/Mistral-7B-Instruct-v0.2	exp2
6	appos	singular	gram	e.appos.singular.gram	The	pilot,	who	the	smuggler	employs	in	Brazil,	must	be	discreet	and	good	at	thinking	fast.					The pilot, who the smuggler employs	Mistral-7B-Instruct-v0.2	16.990158198517747	mistralai/Mistral-7B-Instruct-v0.2	exp2
6	appos	plural	ungram	e.appos.plural.ungram	The	pilots,	who	the	smuggler	employ	in	Brazil,	must	be	discreet	and	good	at	thinking	fast.					The pilots, who the smuggler employ	Mistral-7B-Instruct-v0.2	13.121761322021484	mistralai/Mistral-7B-Instruct-v0.2	exp2
6	appos	singular	ungram	e.appos.singular.ungram	The	pilot,	who	the	smuggler	employ	in	Brazil,	must	be	discreet	and	good	at	thinking	fast.					The pilot, who the smuggler employ	Mistral-7B-Instruct-v0.2	16.014394760131836	mistralai/Mistral-7B-Instruct-v0.2	exp2
7	restr	plural	gram	e.restr.plural.gram	The	colleagues	who	the	researcher	spends	the	most	time	with	come	up	with	crazy	but	inventive	ideas.				The colleagues who the researcher spends	Mistral-7B-Instruct-v0.2	10.841486664488912	mistralai/Mistral-7B-Instruct-v0.2	exp2
7	restr	singular	gram	e.restr.singular.gram	The	colleague	who	the	researcher	spends	the	most	time	with	comes	up	with	crazy	but	inventive	ideas.				The colleague who the researcher spends	Mistral-7B-Instruct-v0.2	10.97471770644188	mistralai/Mistral-7B-Instruct-v0.2	exp2
7	restr	plural	ungram	e.restr.plural.ungram	The	colleagues	who	the	researcher	spend	the	most	time	with	come	up	with	crazy	but	inventive	ideas.				The colleagues who the researcher spend	Mistral-7B-Instruct-v0.2	14.258987426757812	mistralai/Mistral-7B-Instruct-v0.2	exp2
7	restr	singular	ungram	e.restr.singular.ungram	The	colleague	who	the	researcher	spend	the	most	time	with	comes	up	with	crazy	but	inventive	ideas.				The colleague who the researcher spend	Mistral-7B-Instruct-v0.2	16.271059036254883	mistralai/Mistral-7B-Instruct-v0.2	exp2
7	appos	plural	gram	e.appos.plural.gram	The	colleagues,	who	the	researcher	spends	the	most	time	with,	come	up	with	crazy	but	inventive	ideas.				The colleagues, who the researcher spends	Mistral-7B-Instruct-v0.2	14.679780304431915	mistralai/Mistral-7B-Instruct-v0.2	exp2
7	appos	singular	gram	e.appos.singular.gram	The	colleague,	who	the	researcher	spends	the	most	time	with,	comes	up	with	crazy	but	inventive	ideas.				The colleague, who the researcher spends	Mistral-7B-Instruct-v0.2	14.42723912000656	mistralai/Mistral-7B-Instruct-v0.2	exp2
7	appos	plural	ungram	e.appos.plural.ungram	The	colleagues,	who	the	researcher	spend	the	most	time	with,	come	up	with	crazy	but	inventive	ideas.				The colleagues, who the researcher spend	Mistral-7B-Instruct-v0.2	18.448057174682617	mistralai/Mistral-7B-Instruct-v0.2	exp2
7	appos	singular	ungram	e.appos.singular.ungram	The	colleague,	who	the	researcher	spend	the	most	time	with,	comes	up	with	crazy	but	inventive	ideas.				The colleague, who the researcher spend	Mistral-7B-Instruct-v0.2	19.7499942779541	mistralai/Mistral-7B-Instruct-v0.2	exp2
8	restr	plural	gram	e.restr.plural.gram	The	patients	who	the	doctor	checks	on	daily	are	undergoing	an	experimental	treatment.								The patients who the doctor checks	Mistral-7B-Instruct-v0.2	10.915945053100586	mistralai/Mistral-7B-Instruct-v0.2	exp2
8	restr	singular	gram	e.restr.singular.gram	The	patient	who	the	doctor	checks	on	daily	is	undergoing	an	experimental	treatment.								The patient who the doctor checks	Mistral-7B-Instruct-v0.2	10.151412963867188	mistralai/Mistral-7B-Instruct-v0.2	exp2
8	restr	plural	ungram	e.restr.plural.ungram	The	patients	who	the	doctor	check	on	daily	are	undergoing	an	experimental	treatment.								The patients who the doctor check	Mistral-7B-Instruct-v0.2	14.38743019104004	mistralai/Mistral-7B-Instruct-v0.2	exp2
8	restr	singular	ungram	e.restr.singular.ungram	The	patient	who	the	doctor	check	on	daily	is	undergoing	an	experimental	treatment.								The patient who the doctor check	Mistral-7B-Instruct-v0.2	14.434412956237791	mistralai/Mistral-7B-Instruct-v0.2	exp2
8	appos	plural	gram	e.appos.plural.gram	The	patients,	who	the	doctor	checks	on	daily,	are	undergoing	an	experimental	treatment.								The patients, who the doctor checks	Mistral-7B-Instruct-v0.2	12.051424980163574	mistralai/Mistral-7B-Instruct-v0.2	exp2
8	appos	singular	gram	e.appos.singular.gram	The	patient,	who	the	doctor	checks	on	daily,	is	undergoing	an	experimental	treatment.								The patient, who the doctor checks	Mistral-7B-Instruct-v0.2	13.946840286254885	mistralai/Mistral-7B-Instruct-v0.2	exp2
8	appos	plural	ungram	e.appos.plural.ungram	The	patients,	who	the	doctor	check	on	daily,	are	undergoing	an	experimental	treatment.								The patients, who the doctor check	Mistral-7B-Instruct-v0.2	16.45277214050293	mistralai/Mistral-7B-Instruct-v0.2	exp2
8	appos	singular	ungram	e.appos.singular.ungram	The	patient,	who	the	doctor	check	on	daily,	is	undergoing	an	experimental	treatment.								The patient, who the doctor check	Mistral-7B-Instruct-v0.2	18.525707244873047	mistralai/Mistral-7B-Instruct-v0.2	exp2
9	restr	plural	gram	e.restr.plural.gram	The	Marines	who	the	officer	wants	to	promote	are	always	ready	to	risk	their	lives	for	someone	in	need.		The Marines who the officer wants	Mistral-7B-Instruct-v0.2	13.829405784606934	mistralai/Mistral-7B-Instruct-v0.2	exp2
9	restr	singular	gram	e.restr.singular.gram	The	Marine	who	the	officer	wants	to	promote	is	always	ready	to	risk	his	life	for	someone	in	need.		The Marine who the officer wants	Mistral-7B-Instruct-v0.2	13.306114196777344	mistralai/Mistral-7B-Instruct-v0.2	exp2
9	restr	plural	ungram	e.restr.plural.ungram	The	Marines	who	the	officer	want	to	promote	are	always	ready	to	risk	their	lives	for	someone	in	need.		The Marines who the officer want	Mistral-7B-Instruct-v0.2	18.19552993774414	mistralai/Mistral-7B-Instruct-v0.2	exp2
9	restr	singular	ungram	e.restr.singular.ungram	The	Marine	who	the	officer	want	to	promote	is	always	ready	to	risk	his	life	for	someone	in	need.		The Marine who the officer want	Mistral-7B-Instruct-v0.2	17.511627197265625	mistralai/Mistral-7B-Instruct-v0.2	exp2
9	appos	plural	gram	e.appos.plural.gram	The	Marines,	who	the	officer	wants	to	promote,	are	always	ready	to	risk	their	lives	for	someone	in	need.		The Marines, who the officer wants	Mistral-7B-Instruct-v0.2	14.14730739593506	mistralai/Mistral-7B-Instruct-v0.2	exp2
9	appos	singular	gram	e.appos.singular.gram	The	Marine,	who	the	officer	wants	to	promote,	is	always	ready	to	risk	his	life	for	someone	in	need.		The Marine, who the officer wants	Mistral-7B-Instruct-v0.2	13.573975563049316	mistralai/Mistral-7B-Instruct-v0.2	exp2
9	appos	plural	ungram	e.appos.plural.ungram	The	Marines,	who	the	officer	want	to	promote,	are	always	ready	to	risk	their	lives	for	someone	in	need.		The Marines, who the officer want	Mistral-7B-Instruct-v0.2	20.677827835083008	mistralai/Mistral-7B-Instruct-v0.2	exp2
9	appos	singular	ungram	e.appos.singular.ungram	The	Marine,	who	the	officer	want	to	promote,	is	always	ready	to	risk	his	life	for	someone	in	need.		The Marine, who the officer want	Mistral-7B-Instruct-v0.2	19.31869125366211	mistralai/Mistral-7B-Instruct-v0.2	exp2
10	restr	plural	gram	e.restr.plural.gram	The	sculptors	who	the	donor	supports	so	generously	have	held	several	acclaimed	exhibitions.								The sculptors who the donor supports	Mistral-7B-Instruct-v0.2	13.745311737060549	mistralai/Mistral-7B-Instruct-v0.2	exp2
10	restr	singular	gram	e.restr.singular.gram	The	sculptor	who	the	donor	supports	so	generously	has	held	several	acclaimed	exhibitions.								The sculptor who the donor supports	Mistral-7B-Instruct-v0.2	14.834959030151367	mistralai/Mistral-7B-Instruct-v0.2	exp2
10	restr	plural	ungram	e.restr.plural.ungram	The	sculptors	who	the	donor	support	so	generously	have	held	several	acclaimed	exhibitions.								The sculptors who the donor support	Mistral-7B-Instruct-v0.2	17.139307022094727	mistralai/Mistral-7B-Instruct-v0.2	exp2
10	restr	singular	ungram	e.restr.singular.ungram	The	sculptor	who	the	donor	support	so	generously	has	held	several	acclaimed	exhibitions.								The sculptor who the donor support	Mistral-7B-Instruct-v0.2	20.349674224853516	mistralai/Mistral-7B-Instruct-v0.2	exp2
10	appos	plural	gram	e.appos.plural.gram	The	sculptors,	who	the	donor	supports	so	generously,	have	held	several	acclaimed	exhibitions.								The sculptors, who the donor supports	Mistral-7B-Instruct-v0.2	14.797459602355955	mistralai/Mistral-7B-Instruct-v0.2	exp2
10	appos	singular	gram	e.appos.singular.gram	The	sculptor,	who	the	donor	supports	so	generously,	has	held	several	acclaimed	exhibitions.								The sculptor, who the donor supports	Mistral-7B-Instruct-v0.2	15.37179946899414	mistralai/Mistral-7B-Instruct-v0.2	exp2
10	appos	plural	ungram	e.appos.plural.ungram	The	sculptors,	who	the	donor	support	so	generously,	have	held	several	acclaimed	exhibitions.								The sculptors, who the donor support	Mistral-7B-Instruct-v0.2	19.076234817504883	mistralai/Mistral-7B-Instruct-v0.2	exp2
10	appos	singular	ungram	e.appos.singular.ungram	The	sculptor,	who	the	donor	support	so	generously,	has	held	several	acclaimed	exhibitions.								The sculptor, who the donor support	Mistral-7B-Instruct-v0.2	20.828399658203125	mistralai/Mistral-7B-Instruct-v0.2	exp2
11	restr	plural	gram	e.restr.plural.gram	The	caterers	who	the	hostess	suggests	to	her	friends	are	excellent	but	outrageously	expensive.							The caterers who the hostess suggests	Mistral-7B-Instruct-v0.2	12.82099723815918	mistralai/Mistral-7B-Instruct-v0.2	exp2
11	restr	singular	gram	e.restr.singular.gram	The	caterer	who	the	hostess	suggests	to	her	friends	is	excellent	but	outrageously	expensive.							The caterer who the hostess suggests	Mistral-7B-Instruct-v0.2	12.262497901916504	mistralai/Mistral-7B-Instruct-v0.2	exp2
11	restr	plural	ungram	e.restr.plural.ungram	The	caterers	who	the	hostess	suggest	to	her	friends	are	excellent	but	outrageously	expensive.							The caterers who the hostess suggest	Mistral-7B-Instruct-v0.2	16.720781326293945	mistralai/Mistral-7B-Instruct-v0.2	exp2
11	restr	singular	ungram	e.restr.singular.ungram	The	caterer	who	the	hostess	suggest	to	her	friends	is	excellent	but	outrageously	expensive.							The caterer who the hostess suggest	Mistral-7B-Instruct-v0.2	17.70359992980957	mistralai/Mistral-7B-Instruct-v0.2	exp2
11	appos	plural	gram	e.appos.plural.gram	The	caterers,	who	the	hostess	suggests	to	her	friends,	are	excellent	but	outrageously	expensive.							The caterers, who the hostess suggests	Mistral-7B-Instruct-v0.2	14.44412899017334	mistralai/Mistral-7B-Instruct-v0.2	exp2
11	appos	singular	gram	e.appos.singular.gram	The	caterer,	who	the	hostess	suggests	to	her	friends,	is	excellent	but	outrageously	expensive.							The caterer, who the hostess suggests	Mistral-7B-Instruct-v0.2	14.308140754699709	mistralai/Mistral-7B-Instruct-v0.2	exp2
11	appos	plural	ungram	e.appos.plural.ungram	The	caterers,	who	the	hostess	suggest	to	her	friends,	are	excellent	but	outrageously	expensive.							The caterers, who the hostess suggest	Mistral-7B-Instruct-v0.2	19.382965087890625	mistralai/Mistral-7B-Instruct-v0.2	exp2
11	appos	singular	ungram	e.appos.singular.ungram	The	caterer,	who	the	hostess	suggest	to	her	friends,	is	excellent	but	outrageously	expensive.							The caterer, who the hostess suggest	Mistral-7B-Instruct-v0.2	20.2927188873291	mistralai/Mistral-7B-Instruct-v0.2	exp2
12	restr	plural	gram	e.restr.plural.gram	The	senators	who	the	voter	listens	to	patiently	at	all	the	local	political	events	just	never	seem	trustworthy.			The senators who the voter listens	Mistral-7B-Instruct-v0.2	26.92610740661621	mistralai/Mistral-7B-Instruct-v0.2	exp2
12	restr	singular	gram	e.restr.singular.gram	The	senator	who	the	voter	listens	to	patiently	at	all	the	local	political	events	just	never	seems	trustworthy.			The senator who the voter listens	Mistral-7B-Instruct-v0.2	25.5782527923584	mistralai/Mistral-7B-Instruct-v0.2	exp2
12	restr	plural	ungram	e.restr.plural.ungram	The	senators	who	the	voter	listen	to	patiently	at	all	the	local	political	events	just	never	seem	trustworthy.			The senators who the voter listen	Mistral-7B-Instruct-v0.2	19.226543426513672	mistralai/Mistral-7B-Instruct-v0.2	exp2
12	restr	singular	ungram	e.restr.singular.ungram	The	senator	who	the	voter	listen	to	patiently	at	all	the	local	political	events	just	never	seems	trustworthy.			The senator who the voter listen	Mistral-7B-Instruct-v0.2	19.732728958129883	mistralai/Mistral-7B-Instruct-v0.2	exp2
12	appos	plural	gram	e.appos.plural.gram	The	senators,	who	the	voter	listens	to	patiently	at	all	the	local	political	events,	just	never	seem	trustworthy.			The senators, who the voter listens	Mistral-7B-Instruct-v0.2	27.886414527893063	mistralai/Mistral-7B-Instruct-v0.2	exp2
12	appos	singular	gram	e.appos.singular.gram	The	senator,	who	the	voter	listens	to	patiently	at	all	the	local	political	events,	just	never	seems	trustworthy.			The senator, who the voter listens	Mistral-7B-Instruct-v0.2	30.19217205047607	mistralai/Mistral-7B-Instruct-v0.2	exp2
12	appos	plural	ungram	e.appos.plural.ungram	The	senators,	who	the	voter	listen	to	patiently	at	all	the	local	political	events,	just	never	seem	trustworthy.			The senators, who the voter listen	Mistral-7B-Instruct-v0.2	20.008968353271484	mistralai/Mistral-7B-Instruct-v0.2	exp2
12	appos	singular	ungram	e.appos.singular.ungram	The	senator,	who	the	voter	listen	to	patiently	at	all	the	local	political	events,	just	never	seems	trustworthy.			The senator, who the voter listen	Mistral-7B-Instruct-v0.2	20.90222549438477	mistralai/Mistral-7B-Instruct-v0.2	exp2
13	restr	plural	gram	e.restr.plural.gram	The	teenagers	who	the	farmer	hires	to	pick	fruit	every	summer	usually	work	pretty	hard.						The teenagers who the farmer hires	Mistral-7B-Instruct-v0.2	7.553536459803581	mistralai/Mistral-7B-Instruct-v0.2	exp2
13	restr	singular	gram	e.restr.singular.gram	The	teenager	who	the	farmer	hires	to	pick	fruit	every	summer	usually	works	pretty	hard.						The teenager who the farmer hires	Mistral-7B-Instruct-v0.2	13.059595346450806	mistralai/Mistral-7B-Instruct-v0.2	exp2
13	restr	plural	ungram	e.restr.plural.ungram	The	teenagers	who	the	farmer	hire	to	pick	fruit	every	summer	usually	work	pretty	hard.						The teenagers who the farmer hire	Mistral-7B-Instruct-v0.2	12.949336051940918	mistralai/Mistral-7B-Instruct-v0.2	exp2
13	restr	singular	ungram	e.restr.singular.ungram	The	teenager	who	the	farmer	hire	to	pick	fruit	every	summer	usually	works	pretty	hard.						The teenager who the farmer hire	Mistral-7B-Instruct-v0.2	18.255352020263672	mistralai/Mistral-7B-Instruct-v0.2	exp2
13	appos	plural	gram	e.appos.plural.gram	The	teenagers,	who	the	farmer	hires	to	pick	fruit	every	summer,	usually	work	pretty	hard.						The teenagers, who the farmer hires	Mistral-7B-Instruct-v0.2	12.523199081420898	mistralai/Mistral-7B-Instruct-v0.2	exp2
13	appos	singular	gram	e.appos.singular.gram	The	teenager,	who	the	farmer	hires	to	pick	fruit	every	summer,	usually	works	pretty	hard.						The teenager, who the farmer hires	Mistral-7B-Instruct-v0.2	15.565428495407104	mistralai/Mistral-7B-Instruct-v0.2	exp2
13	appos	plural	ungram	e.appos.plural.ungram	The	teenagers,	who	the	farmer	hire	to	pick	fruit	every	summer,	usually	work	pretty	hard.						The teenagers, who the farmer hire	Mistral-7B-Instruct-v0.2	20.20732879638672	mistralai/Mistral-7B-Instruct-v0.2	exp2
13	appos	singular	ungram	e.appos.singular.ungram	The	teenager,	who	the	farmer	hire	to	pick	fruit	every	summer,	usually	works	pretty	hard.						The teenager, who the farmer hire	Mistral-7B-Instruct-v0.2	22.94958114624023	mistralai/Mistral-7B-Instruct-v0.2	exp2
14	restr	plural	gram	e.restr.plural.gram	The	goalies	who	the	fan	holds	the	greatest	confidence	in	are	reliably	calm	under	pressure.						The goalies who the fan holds	Mistral-7B-Instruct-v0.2	18.93649101257324	mistralai/Mistral-7B-Instruct-v0.2	exp2
14	restr	singular	gram	e.restr.singular.gram	The	goalie	who	the	fan	holds	the	greatest	confidence	in	is	reliably	calm	under	pressure.						The goalie who the fan holds	Mistral-7B-Instruct-v0.2	10.04201889038086	mistralai/Mistral-7B-Instruct-v0.2	exp2
14	restr	plural	ungram	e.restr.plural.ungram	The	goalies	who	the	fan	hold	the	greatest	confidence	in	are	reliably	calm	under	pressure.						The goalies who the fan hold	Mistral-7B-Instruct-v0.2	19.15627670288086	mistralai/Mistral-7B-Instruct-v0.2	exp2
14	restr	singular	ungram	e.restr.singular.ungram	The	goalie	who	the	fan	hold	the	greatest	confidence	in	is	reliably	calm	under	pressure.						The goalie who the fan hold	Mistral-7B-Instruct-v0.2	15.50002670288086	mistralai/Mistral-7B-Instruct-v0.2	exp2
14	appos	plural	gram	e.appos.plural.gram	The	goalies,	who	the	fan	holds	the	greatest	confidence	in,	are	reliably	calm	under	pressure.						The goalies, who the fan holds	Mistral-7B-Instruct-v0.2	16.024221420288086	mistralai/Mistral-7B-Instruct-v0.2	exp2
14	appos	singular	gram	e.appos.singular.gram	The	goalie,	who	the	fan	holds	the	greatest	confidence	in,	is	reliably	calm	under	pressure.						The goalie, who the fan holds	Mistral-7B-Instruct-v0.2	10.10165786743164	mistralai/Mistral-7B-Instruct-v0.2	exp2
14	appos	plural	ungram	e.appos.plural.ungram	The	goalies,	who	the	fan	hold	the	greatest	confidence	in,	are	reliably	calm	under	pressure.						The goalies, who the fan hold	Mistral-7B-Instruct-v0.2	17.723331451416016	mistralai/Mistral-7B-Instruct-v0.2	exp2
14	appos	singular	ungram	e.appos.singular.ungram	The	goalie,	who	the	fan	hold	the	greatest	confidence	in,	is	reliably	calm	under	pressure.						The goalie, who the fan hold	Mistral-7B-Instruct-v0.2	15.207444190979004	mistralai/Mistral-7B-Instruct-v0.2	exp2
15	restr	plural	gram	e.restr.plural.gram	The	quarterbacks	who	the	recruiter	watches	from	the	bleachers	every	weekend	might	win	lucrative	contracts.						The quarterbacks who the recruiter watches	Mistral-7B-Instruct-v0.2	8.568915367126465	mistralai/Mistral-7B-Instruct-v0.2	exp2
15	restr	singular	gram	e.restr.singular.gram	The	quarterback	who	the	recruiter	watches	from	the	bleachers	every	weekend	might	win	a	lucrative	contract.					The quarterback who the recruiter watches	Mistral-7B-Instruct-v0.2	10.561492919921877	mistralai/Mistral-7B-Instruct-v0.2	exp2
15	restr	plural	ungram	e.restr.plural.ungram	The	quarterbacks	who	the	recruiter	watch	from	the	bleachers	every	weekend	might	win	lucrative	contracts.						The quarterbacks who the recruiter watch	Mistral-7B-Instruct-v0.2	11.617735862731934	mistralai/Mistral-7B-Instruct-v0.2	exp2
15	restr	singular	ungram	e.restr.singular.ungram	The	quarterback	who	the	recruiter	watch	from	the	bleachers	every	weekend	might	win	a	lucrative	contract.					The quarterback who the recruiter watch	Mistral-7B-Instruct-v0.2	14.419011116027832	mistralai/Mistral-7B-Instruct-v0.2	exp2
15	appos	plural	gram	e.appos.plural.gram	The	quarterbacks,	who	the	recruiter	watches	from	the	bleachers	every	weekend,	might	win	lucrative	contracts.						The quarterbacks, who the recruiter watches	Mistral-7B-Instruct-v0.2	10.64545726776123	mistralai/Mistral-7B-Instruct-v0.2	exp2
15	appos	singular	gram	e.appos.singular.gram	The	quarterback,	who	the	recruiter	watches	from	the	bleachers	every	weekend,	might	win	a	lucrative	contract.					The quarterback, who the recruiter watches	Mistral-7B-Instruct-v0.2	12.118252754211426	mistralai/Mistral-7B-Instruct-v0.2	exp2
15	appos	plural	ungram	e.appos.plural.ungram	The	quarterbacks,	who	the	recruiter	watch	from	the	bleachers	every	weekend,	might	win	lucrative	contracts.						The quarterbacks, who the recruiter watch	Mistral-7B-Instruct-v0.2	13.764721870422363	mistralai/Mistral-7B-Instruct-v0.2	exp2
15	appos	singular	ungram	e.appos.singular.ungram	The	quarterback,	who	the	recruiter	watch	from	the	bleachers	every	weekend,	might	win	a	lucrative	contract.					The quarterback, who the recruiter watch	Mistral-7B-Instruct-v0.2	14.547164916992188	mistralai/Mistral-7B-Instruct-v0.2	exp2
16	restr	plural	gram	e.restr.plural.gram	The	publicists	who	the	politician	uses	during	a	crisis	are	expected	to	do	damage	control.						The publicists who the politician uses	Mistral-7B-Instruct-v0.2	9.772607803344728	mistralai/Mistral-7B-Instruct-v0.2	exp2
16	restr	singular	gram	e.restr.singular.gram	The	publicist	who	the	politician	uses	during	a	crisis	is	expected	to	do	damage	control.						The publicist who the politician uses	Mistral-7B-Instruct-v0.2	9.172266960144045	mistralai/Mistral-7B-Instruct-v0.2	exp2
16	restr	plural	ungram	e.restr.plural.ungram	The	publicists	who	the	politician	use	during	a	crisis	are	expected	to	do	damage	control.						The publicists who the politician use	Mistral-7B-Instruct-v0.2	14.98265266418457	mistralai/Mistral-7B-Instruct-v0.2	exp2
16	restr	singular	ungram	e.restr.singular.ungram	The	publicist	who	the	politician	use	during	a	crisis	is	expected	to	do	damage	control.						The publicist who the politician use	Mistral-7B-Instruct-v0.2	15.134654998779297	mistralai/Mistral-7B-Instruct-v0.2	exp2
16	appos	plural	gram	e.appos.plural.gram	The	publicists,	who	the	politician	uses	during	a	crisis,	are	expected	to	do	damage	control.						The publicists, who the politician uses	Mistral-7B-Instruct-v0.2	10.844483375549316	mistralai/Mistral-7B-Instruct-v0.2	exp2
16	appos	singular	gram	e.appos.singular.gram	The	publicist,	who	the	politician	uses	during	a	crisis,	is	expected	to	do	damage	control.						The publicist, who the politician uses	Mistral-7B-Instruct-v0.2	12.133255004882812	mistralai/Mistral-7B-Instruct-v0.2	exp2
16	appos	plural	ungram	e.appos.plural.ungram	The	publicists,	who	the	politician	use	during	a	crisis,	are	expected	to	do	damage	control.						The publicists, who the politician use	Mistral-7B-Instruct-v0.2	15.606504440307615	mistralai/Mistral-7B-Instruct-v0.2	exp2
16	appos	singular	ungram	e.appos.singular.ungram	The	publicist,	who	the	politician	use	during	a	crisis,	is	expected	to	do	damage	control.						The publicist, who the politician use	Mistral-7B-Instruct-v0.2	17.230588912963867	mistralai/Mistral-7B-Instruct-v0.2	exp2
17	restr	plural	gram	e.restr.plural.gram	The	tenants	who	the	landlord	strongly	disapproves	of	stay	out	late	on	weekends	and	never	mow	their	lawn.			The tenants who the landlord strongly	Mistral-7B-Instruct-v0.2	14.735308647155762	mistralai/Mistral-7B-Instruct-v0.2	exp2
17	restr	singular	gram	e.restr.singular.gram	The	tenant	who	the	landlord	strongly	disapproves	of	stays	out	late	on	weekends	and	never	mows	his	lawn.			The tenant who the landlord strongly	Mistral-7B-Instruct-v0.2	13.262104988098145	mistralai/Mistral-7B-Instruct-v0.2	exp2
17	restr	plural	ungram	e.restr.plural.ungram	The	tenants	who	the	landlord	strongly	disapprove	of	stay	out	late	on	weekends	and	never	mow	their	lawn.			The tenants who the landlord strongly	Mistral-7B-Instruct-v0.2	14.735308647155762	mistralai/Mistral-7B-Instruct-v0.2	exp2
17	restr	singular	ungram	e.restr.singular.ungram	The	tenant	who	the	landlord	strongly	disapprove	of	stays	out	late	on	weekends	and	never	mows	his	lawn.			The tenant who the landlord strongly	Mistral-7B-Instruct-v0.2	13.262104988098145	mistralai/Mistral-7B-Instruct-v0.2	exp2
17	appos	plural	gram	e.appos.plural.gram	The	tenants,	who	the	landlord	strongly	disapproves	of,	stay	out	late	on	weekends	and	never	mow	their	lawn.			The tenants, who the landlord strongly	Mistral-7B-Instruct-v0.2	14.815237045288086	mistralai/Mistral-7B-Instruct-v0.2	exp2
17	appos	singular	gram	e.appos.singular.gram	The	tenant,	who	the	landlord	strongly	disapproves	of,	stays	out	late	on	weekends	and	never	mows	his	lawn.			The tenant, who the landlord strongly	Mistral-7B-Instruct-v0.2	13.717974662780762	mistralai/Mistral-7B-Instruct-v0.2	exp2
17	appos	plural	ungram	e.appos.plural.ungram	The	tenants,	who	the	landlord	strongly	disapprove	of,	stay	out	late	on	weekends	and	never	mow	their	lawn.			The tenants, who the landlord strongly	Mistral-7B-Instruct-v0.2	14.815237045288086	mistralai/Mistral-7B-Instruct-v0.2	exp2
17	appos	singular	ungram	e.appos.singular.ungram	The	tenant,	who	the	landlord	strongly	disapprove	of,	stays	out	late	on	weekends	and	never	mows	his	lawn.			The tenant, who the landlord strongly	Mistral-7B-Instruct-v0.2	13.717974662780762	mistralai/Mistral-7B-Instruct-v0.2	exp2
18	restr	plural	gram	e.restr.plural.gram	The	skateboarders	who	the	kid	admires	passionately	always	sign	autographs	for	fans.									The skateboarders who the kid admires	Mistral-7B-Instruct-v0.2	6.059240490198135	mistralai/Mistral-7B-Instruct-v0.2	exp2
18	restr	singular	gram	e.restr.singular.gram	The	skateboarder	who	the	kid	admires	passionately	always	signs	autographs	for	fans.									The skateboarder who the kid admires	Mistral-7B-Instruct-v0.2	9.0541490316391	mistralai/Mistral-7B-Instruct-v0.2	exp2
18	restr	plural	ungram	e.restr.plural.ungram	The	skateboarders	who	the	kid	admire	passionately	always	sign	autographs	for	fans.									The skateboarders who the kid admire	Mistral-7B-Instruct-v0.2	13.295257568359377	mistralai/Mistral-7B-Instruct-v0.2	exp2
18	restr	singular	ungram	e.restr.singular.ungram	The	skateboarder	who	the	kid	admire	passionately	always	signs	autographs	for	fans.									The skateboarder who the kid admire	Mistral-7B-Instruct-v0.2	19.795464992523193	mistralai/Mistral-7B-Instruct-v0.2	exp2
